ID,'Product using score','User area',gender,age,'Cumulative using time','Point balance','Product service usage','Pay a monthly fee by credit card','Active user',' Estimated salary','Purchase or not'
3096,792,Taipei,?,19,7,143390.51,1,?,0,?,0
4456,?,Tainan,?,31,8,0,2,1,0,188637.05,0
6766,461,?,?,40,7,0,2,1,0,?,0
4391,670,?,?,40,3,47364.45,?,?,1,?,1
4246,732,Taipei,Female,34,8,?,?,1,?,187985.85,0
6434,415,Tainan,?,?,?,?,1,1,?,?,0
9367,736,?,Female,?,6,0,1,1,0,70496.66,0
3066,503,Taipei,Male,42,?,104430.08,1,1,1,?,0
2001,842,Taipei,Male,58,1,63492.94,1,1,1,83172.19,0
7871,529,Taipei,Female,29,?,0,?,1,?,19842.11,0
6302,766,Taichung,Female,45,6,97652.96,1,?,?,?,0
2154,693,Taipei,Male,?,?,?,1,0,0,58719.63,1
3506,?,?,?,45,1,?,?,?,1,10908.33,0
9029,590,Taipei,Female,45,2,81828.22,?,1,0,?,0
436,?,Taipei,?,51,3,99286.98,1,0,?,85578.63,0
3262,614,Taipei,Male,51,3,0,2,1,1,?,0
5888,675,?,Female,33,?,?,1,1,?,64815.05,1
8113,?,Taipei,Female,?,2,?,?,0,1,26389.92,0
6492,?,Taipei,Female,30,?,0,?,0,0,179206.92,0
7026,569,Tainan,Female,51,?,0,3,1,0,75084.96,1
4663,?,Tainan,Male,58,?,?,2,0,1,170025.43,0
6835,703,Taipei,Male,50,8,160139.59,2,1,1,?,0
4591,?,Taipei,Female,?,6,47536.4,?,1,1,?,0
2057,?,Tainan,Male,38,?,0,1,1,?,?,1
8489,?,Taichung,?,70,5,71816.74,?,1,?,105096.82,1
5802,584,?,Female,50,1,0,?,0,?,152567.75,1
3579,?,Taichung,?,39,1,124640.51,1,1,0,?,1
4577,?,Tainan,?,?,?,130334.35,2,0,1,116951.1,0
1241,579,?,?,?,9,129829.59,1,?,1,60906.12,0
5632,632,Taipei,Male,40,?,?,1,1,?,?,0
7241,600,Taipei,Female,32,?,?,?,?,0,?,0
6390,?,?,?,?,?,?,?,0,1,186418.85,0
3607,479,Taipei,Female,26,1,?,2,1,1,19116.97,0
9758,501,Taipei,?,35,6,99760.84,?,1,?,13591.52,0
5233,559,Taipei,Female,46,?,?,1,1,?,21006.1,1
5722,696,Taichung,Male,49,?,?,2,?,0,?,1
8322,586,Taipei,Male,64,?,0,2,?,1,?,0
6235,540,?,?,?,?,0,2,?,0,141998.89,0
7930,?,Taipei,Male,30,4,73070.18,2,0,0,?,0
1577,613,Taipei,Female,40,?,95624.36,?,1,?,?,0
7569,422,?,Female,54,?,0,2,?,1,7166.71,0
338,649,?,?,33,2,0,2,1,0,2010.98,0
3118,721,Tainan,Male,43,3,88798.34,1,?,0,?,0
4935,?,Taipei,Female,54,?,?,1,1,?,?,0
7985,?,Taipei,?,?,?,161798.53,1,?,?,182944.47,0
7340,?,Tainan,?,?,0,?,1,1,?,?,1
3652,732,Taipei,Male,79,10,61811.23,1,?,1,104222.8,0
6936,?,Taipei,Male,?,?,0,?,1,1,?,0
992,615,Taipei,?,35,2,97440.02,2,1,1,139816.1,0
9052,671,?,Female,31,6,105864.6,2,1,0,?,0
449,675,?,?,?,?,?,1,0,0,138777,1
4959,655,?,Male,?,6,?,?,?,?,?,0
3276,658,Taipei,Male,?,?,0,?,0,1,173948.4,0
2192,525,Tainan,Female,47,6,118560,?,?,0,82522.61,1
2344,?,?,Male,?,5,?,2,?,1,135662.17,0
8190,?,?,Male,21,?,0,2,1,0,68666.63,0
9493,732,Taichung,Female,?,4,102962.62,1,1,?,120852.85,1
4018,?,?,Male,46,?,180226.24,?,1,0,?,1
8577,751,Taipei,Female,37,9,183613.66,2,0,0,?,0
6757,473,?,Female,39,9,?,2,1,1,85937.52,1
9090,608,Taipei,?,?,4,88772.87,?,1,1,168822.01,0
8351,?,?,Male,?,2,?,1,1,?,193214.05,0
8154,?,Tainan,Female,25,3,147386.72,3,?,0,45482.04,1
2983,?,Tainan,Female,43,?,?,2,?,?,31705.19,0
6108,?,Taichung,?,35,?,?,?,1,0,167810.26,0
1481,646,Taipei,Male,?,?,98014.74,1,?,1,?,0
4395,479,?,Male,?,?,?,2,0,1,169505.83,0
1186,?,Taipei,?,?,3,132623.6,1,?,1,?,0
3616,?,Taipei,Male,46,?,134950.19,3,0,?,178587.36,1
9960,764,Tainan,Male,38,4,113607.47,?,?,0,91094.46,0
1051,682,Taipei,?,30,?,0,?,0,1,161465.31,0
1687,682,Tainan,?,36,5,0,2,?,1,?,0
6777,?,?,Female,43,8,0,1,?,0,?,0
2917,651,Taipei,?,56,?,?,?,1,?,?,1
4282,554,Tainan,?,41,4,?,1,?,1,36242.19,0
2733,623,Taichung,Female,?,1,108076.33,1,1,0,118855.26,1
941,?,Tainan,?,35,?,106518.52,1,?,1,127951.81,0
3915,?,?,?,44,2,168396.34,1,1,?,14178.73,0
1337,?,Tainan,Male,?,5,126473.99,1,?,0,91972.49,0
6168,?,?,Male,75,7,?,?,?,1,?,0
9170,766,Taipei,Female,45,6,0,2,0,0,147184.74,0
2086,594,Taichung,?,28,?,?,1,1,0,?,0
1768,?,Taipei,?,?,7,0,2,1,?,132870.15,0
2899,696,Taipei,Male,52,6,139781.06,1,?,0,?,1
7140,806,Taipei,Female,67,1,?,2,0,1,103945.58,0
8400,?,Taipei,Female,34,8,0,?,?,1,145601.8,0
9856,706,Tainan,Male,24,2,141078.57,1,?,1,?,0
2357,?,Taichung,Female,37,4,142711.81,?,?,?,?,0
6799,800,Taipei,Male,?,?,88541.57,2,1,?,?,0
2535,?,Taichung,Female,35,5,103214.71,1,1,0,?,0
7117,588,Taichung,?,49,?,?,3,1,0,36292.94,1
8448,?,Tainan,Female,?,?,84557.82,1,1,?,?,0
2345,714,Taichung,Female,49,?,?,1,1,0,7571.51,1
2333,439,?,Female,29,?,156569.43,1,1,?,180598.66,0
6275,532,?,Male,52,?,110791.97,1,?,0,148704.77,1
3704,739,Taichung,Male,40,5,?,?,1,1,?,1
4547,?,Taipei,Female,?,5,0,2,1,0,151871.84,0
1038,?,Taipei,Female,24,1,?,2,1,1,180969.55,0
4650,670,Taichung,Male,?,1,?,2,1,1,175894.24,0
6744,555,Taichung,?,51,9,138214.5,1,1,0,198715.27,1
8721,711,?,Female,28,8,?,?,0,0,?,0
967,563,?,?,34,?,?,1,?,1,152417.79,0
909,685,Tainan,Male,31,10,135213.71,?,1,1,?,0
67,?,Taichung,?,34,1,101633.04,1,1,0,110431.51,0
747,?,?,Male,18,2,160980.03,1,0,0,?,0
2256,478,Tainan,Male,43,1,0,?,?,?,197916.43,0
1960,707,?,?,33,8,136678.52,1,1,0,54290.62,0
5947,590,Taipei,Male,32,9,?,?,1,0,138889.15,0
2993,?,?,Female,51,?,?,2,?,1,184524.74,0
807,793,Taipei,Female,33,0,0,1,?,?,175544.02,0
2458,537,Tainan,?,?,1,0,?,0,1,41233.97,0
7415,737,Taichung,Female,?,2,99169.67,?,1,1,78650.95,0
8458,541,Taipei,Male,32,?,0,2,0,0,40889.14,0
9081,711,Taipei,Female,81,6,0,2,1,1,72276.24,0
3528,849,Taipei,Male,?,7,?,1,1,1,?,0
6304,788,Taichung,Female,49,4,137455.99,1,1,0,?,1
3032,678,?,Female,22,4,174852.89,?,1,1,28149.06,0
227,694,Taipei,Female,30,9,0,?,?,1,26960.31,0
8965,469,Tainan,Male,37,?,96776.49,1,?,1,119890.86,0
1940,?,Taipei,Male,?,?,104960.46,?,0,1,80883.82,0
1014,?,Tainan,Male,24,?,0,2,1,1,?,0
5854,?,Taichung,Male,40,?,62389.03,3,1,0,148623.43,1
1989,563,?,?,46,8,106171.68,1,1,?,?,1
4677,684,Tainan,Female,42,3,103210.27,1,1,?,31002.03,0
4833,617,Taipei,?,79,?,?,?,1,1,160589.18,0
6913,544,Taipei,Male,48,10,78314.63,3,?,?,?,1
5026,728,Taipei,Male,37,3,122689.51,?,0,?,106977.53,1
8516,724,?,Female,35,0,?,?,0,1,?,0
8602,640,?,?,?,?,120591.19,1,0,0,195123.94,0
3194,?,Taipei,Female,49,1,?,1,1,0,116249.72,1
9734,?,Taipei,Male,?,?,0,?,?,1,75272.63,0
6945,850,Taichung,Male,36,7,102800.72,?,1,1,87352.43,0
5478,724,Taipei,?,?,2,?,2,1,1,118863.38,0
8904,?,Taipei,Male,?,9,?,1,1,1,?,0
485,615,Tainan,Male,61,9,0,?,1,0,150227.85,1
4367,662,?,Male,74,?,0,2,1,0,?,0
3347,714,Taipei,Male,63,4,138082.16,1,0,1,166677.54,0
1023,547,Taipei,Female,?,1,179380.74,2,0,?,69263.1,0
2744,689,Taipei,?,22,?,136444.25,1,1,?,51980.25,1
1839,350,Taichung,Male,?,0,109733.2,2,0,0,123602.11,1
8888,435,?,Male,?,?,?,?,?,1,980.93,1
425,596,?,?,?,9,0,1,1,0,48963.59,0
6604,?,Taipei,Female,35,10,?,2,?,1,190155.13,0
5708,746,Taipei,Male,?,9,0,2,0,1,?,0
3422,593,?,?,?,?,?,1,?,?,197933.5,0
3637,663,?,?,31,4,?,2,0,1,36479.27,0
2873,?,Tainan,?,?,3,96196.24,4,?,?,198874.52,1
2938,?,Tainan,Male,28,6,?,2,1,0,146875.86,0
1782,793,Tainan,Female,?,0,0,1,?,?,148993.47,0
5742,709,Taipei,Male,42,9,118546.71,1,0,1,?,0
6569,724,?,Male,?,?,?,?,1,1,136902.01,0
6284,726,Taipei,Male,?,?,?,2,?,0,?,0
6433,615,Taichung,Female,?,3,137657.25,?,1,1,?,0
7857,580,Taichung,Female,33,7,131647.01,2,0,0,79775.19,0
9035,723,Taichung,Female,49,0,153855.52,?,?,1,?,1
4775,811,?,?,35,7,0,1,?,1,178.19,0
3306,?,Taipei,Female,62,8,?,?,1,1,165702.64,0
8870,669,Taipei,Female,41,0,?,2,?,0,?,0
3425,?,Tainan,Male,?,5,?,2,0,?,197602.29,0
3981,673,?,?,65,0,0,1,?,1,85733.33,0
8007,?,Taichung,Male,41,8,126145.54,2,1,?,?,0
1724,630,Taipei,Male,42,6,0,2,1,0,162697.93,0
1674,?,?,Female,26,?,?,1,1,1,?,0
5424,?,Taipei,?,35,6,0,2,?,?,68730.91,0
6562,?,Taichung,Female,48,7,168286.58,?,1,0,?,1
5321,525,Tainan,Male,36,3,77910.23,1,?,0,67238.01,0
7361,?,Tainan,Male,54,6,0,1,0,1,84622.37,0
4096,730,Tainan,?,62,5,?,1,0,?,?,0
8887,575,?,?,36,1,0,1,?,?,94570.56,0
8128,651,Taichung,?,35,8,110067.71,?,1,0,127678.95,1
9145,818,Taichung,Male,43,?,105301.5,1,1,1,78941.59,0
1931,536,Taichung,Male,23,?,92366.72,2,1,0,?,0
5672,743,Taipei,Female,?,6,0,?,0,1,107867.38,0
8386,605,Taipei,Female,?,4,111065.93,2,0,1,125660.99,0
2515,592,Taichung,Female,26,4,105082.07,?,1,?,?,0
8220,572,Taipei,Female,39,2,0,2,1,1,555.28,0
6831,?,Taipei,Male,43,9,157960.49,?,0,0,?,0
4495,850,Tainan,Male,31,?,82613.56,?,1,0,149170.92,0
9940,693,?,?,57,9,0,2,1,1,135502.77,0
4899,544,Taipei,?,?,?,0,1,0,1,161076.92,0
7383,?,Tainan,?,?,6,149594.02,2,?,0,?,0
8546,513,Taichung,Male,34,7,60515.13,1,0,0,?,0
3199,544,?,Male,23,1,96471.2,1,?,0,?,0
4146,666,?,Female,33,2,?,?,1,1,56410.17,0
1394,831,Taipei,Female,?,?,?,1,1,0,?,0
38,?,?,?,33,?,76548.6,1,0,?,98453.45,0
6878,614,?,Female,37,?,0,2,1,1,62023.1,0
5671,497,?,Male,32,8,0,2,1,0,?,0
2628,?,Taichung,Male,?,?,?,2,1,?,167705.07,0
9362,?,Taichung,Male,?,2,?,?,?,1,169303.65,0
9478,655,Taipei,Female,?,5,0,1,0,0,?,1
6363,?,Tainan,Male,34,?,0,?,1,1,180595.02,0
8493,?,?,Male,28,?,114731.76,2,?,1,79479.74,0
2041,?,Taipei,Female,38,5,?,1,0,1,159207.34,0
2328,644,Taipei,Male,?,5,?,?,1,1,10771.46,0
3477,746,Tainan,?,30,1,?,1,0,0,11710.4,1
6247,633,Taipei,?,?,?,150578,1,0,1,?,1
7785,741,?,Female,64,2,69311.16,1,1,1,?,0
4093,583,?,?,40,4,?,?,1,?,114093.73,0
5869,?,Taipei,Male,?,5,0,1,1,1,55701.62,0
6110,581,?,Female,?,3,105099.45,1,1,?,184520,1
2129,743,Taipei,Male,37,8,?,?,0,1,105780.18,0
3456,842,Taipei,?,29,8,0,2,1,1,123437.05,0
9295,713,Taipei,?,36,8,133889.35,?,1,1,143265.65,0
9686,593,Taipei,Male,45,4,138825.19,1,?,0,?,0
4987,?,Tainan,Female,36,4,?,1,1,0,?,0
691,?,?,Male,?,1,122552.34,2,?,?,67611.36,0
5081,731,?,Male,29,?,0,?,1,?,162452.65,0
5239,?,?,?,30,3,124119.54,1,1,0,?,0
4473,660,?,Female,?,6,166070.48,2,?,?,90494.72,0
5701,?,?,?,41,3,0,4,?,1,?,1
6788,502,Taipei,Male,?,10,?,?,1,1,76642.68,0
9527,642,Taichung,?,?,5,111183.53,?,0,?,10063.75,0
3472,632,Taipei,Female,27,3,107375.82,1,1,1,?,0
5030,?,?,?,38,5,0,2,1,?,81452.29,0
5553,627,Taipei,?,41,3,0,2,?,0,?,0
5563,?,?,?,42,?,121490.05,?,1,1,29296.74,0
9922,757,Taichung,Male,36,1,65349.71,1,?,0,64539.64,0
8421,669,?,Male,29,?,?,?,1,?,?,0
4002,545,Taichung,Male,53,?,?,1,1,?,?,1
4782,?,Tainan,Female,?,7,65407.16,2,0,0,?,1
5974,672,Taipei,Male,37,?,153195.59,1,1,1,162763.01,0
5066,832,?,Female,27,10,98590.25,1,?,?,30912.89,0
7387,666,?,Female,37,2,?,?,0,1,93266.01,0
9819,?,Taipei,Male,31,7,0,1,?,?,?,0
7230,?,?,Female,?,6,0,?,1,1,98998.61,0
4990,629,?,?,?,9,?,?,?,0,106.67,0
7621,579,?,Female,27,?,0,2,?,?,126838.7,0
2634,576,?,?,41,1,0,1,1,?,188274.6,0
5419,?,Taichung,Male,35,3,142296.13,?,0,?,?,0
3807,594,?,Female,?,?,0,2,?,0,58332.91,0
9791,?,Tainan,Female,?,2,0,2,1,1,121151.1,0
8648,?,Taipei,Male,43,?,0,?,1,1,159131.21,0
9074,?,?,Female,?,5,138597.54,2,?,1,?,1
9365,607,Taipei,?,49,9,119960.29,?,1,?,103068.22,0
6632,613,Taipei,Male,44,3,?,?,?,?,136491.72,0
8633,?,Taipei,Male,42,4,?,?,1,1,?,0
2295,?,?,?,?,?,?,?,1,0,118782.06,0
5093,688,Taipei,Female,39,0,0,2,1,?,53222.15,1
8297,692,?,Female,?,7,0,2,1,0,195074.62,0
8269,?,Taichung,Female,42,2,?,2,0,?,44273.91,0
4041,701,?,?,?,?,?,1,1,0,?,0
2111,?,Taichung,?,?,10,138311.76,1,1,?,?,1
1213,?,Tainan,?,42,6,?,?,?,0,?,1
8225,702,Taipei,?,?,?,0,2,0,0,?,0
7877,623,?,?,45,0,0,1,1,0,196533.72,1
8827,412,Taipei,?,29,5,0,2,0,?,?,0
8296,?,?,Male,?,6,0,2,1,1,?,0
2226,701,Taichung,?,?,3,125385.49,2,0,1,?,0
8202,?,Tainan,?,49,10,?,?,0,?,11144.4,0
6982,572,?,Male,?,4,?,1,?,0,49373.97,1
6292,?,Tainan,Male,24,7,0,2,0,0,16319.56,0
1785,658,?,Male,36,?,174060.46,1,?,?,?,0
4975,638,Tainan,?,55,?,?,1,0,1,108987.25,1
717,?,Taichung,?,37,4,?,?,0,?,182038.6,0
8528,?,Tainan,Male,39,?,?,?,?,1,95625.03,0
4040,479,?,Male,27,2,172463.45,?,1,?,40315.27,0
2414,815,?,?,?,8,135161.67,1,1,1,?,0
6705,436,Taichung,?,45,3,104339.11,2,1,1,183540.22,1
1732,601,?,Female,44,4,?,2,?,0,?,0
8717,?,?,Male,38,5,?,2,0,?,80630.32,0
1086,803,Taipei,Male,42,?,0,?,?,?,196466.83,1
4346,?,Taichung,Male,46,?,97042.6,1,1,1,133516.51,1
5457,?,Taichung,Male,34,9,134464.58,2,1,0,?,0
4765,696,Tainan,?,36,?,0,3,1,0,65039.9,0
7162,690,Taipei,Female,36,?,?,1,0,?,81292.33,0
5809,?,Taipei,?,?,2,?,1,?,0,120257.7,1
6904,584,Taichung,Female,41,?,88594.93,?,1,0,178997.89,0
2421,?,?,Female,46,7,98752.51,?,?,?,145560.38,0
6213,730,Tainan,Female,62,2,0,2,1,1,162889.1,0
7002,681,?,?,48,5,139714.4,2,?,0,73066.72,0
8465,850,Taipei,Female,34,4,71379.53,?,1,1,?,0
7426,?,?,?,33,3,?,1,?,0,?,1
8426,755,Taipei,Male,29,?,117035.89,?,?,?,21862.19,0
7665,602,Taipei,Male,35,8,0,?,1,1,22499.29,0
2382,?,Tainan,Female,41,7,179915.85,1,0,0,14666.35,1
2369,?,Tainan,?,48,10,0,2,1,1,?,0
6319,738,Taichung,Female,57,?,148384.64,1,0,0,?,1
937,775,?,Male,?,8,109922.61,1,1,?,?,1
9676,?,?,Male,?,1,60374.98,?,1,0,?,0
8753,?,Tainan,?,30,5,?,1,1,0,137793.35,0
4307,?,Taipei,Female,?,4,?,2,?,0,?,0
7101,?,?,Male,?,8,108881.73,1,1,0,104492.83,0
9802,569,Tainan,Female,?,3,?,?,?,1,33230.37,0
5142,774,Tainan,Male,?,?,?,2,?,0,?,0
1793,686,Tainan,Male,41,7,?,?,0,1,?,0
2033,667,?,?,37,5,92171.35,3,?,?,178106.34,1
3509,426,Taipei,Female,34,?,0,?,1,1,61230.83,0
5983,655,?,Male,37,9,121342.24,1,1,?,180241.44,0
7184,703,?,?,36,7,135095.47,1,?,0,?,0
9085,686,Tainan,Female,47,6,0,?,?,0,32080.69,1
2336,?,Taichung,Female,?,?,110463.25,?,1,?,?,1
7157,?,Taichung,Male,65,6,129472.33,1,1,?,85179.48,0
2630,768,Tainan,?,42,3,?,1,0,?,161242.99,1
5718,665,?,Female,?,5,160389.82,1,0,1,?,0
4872,763,Taipei,Male,40,3,0,2,1,0,134281.11,0
4099,?,Taipei,?,?,?,?,1,?,?,148769.08,0
3435,?,?,?,66,4,159732.02,1,?,1,?,0
7925,833,?,Male,47,2,0,2,1,1,182247.77,0
4261,587,Taipei,Male,40,2,0,?,0,1,106174.7,1
5353,?,Taipei,Female,23,1,0,2,1,1,141756.32,0
9607,524,Taipei,?,44,10,118569.03,?,?,0,82117.2,0
7376,?,?,Male,77,6,80926.02,2,?,1,55829.25,0
741,618,?,Female,?,7,128736.39,?,0,1,37147.61,0
6403,?,Taipei,Male,36,3,155423.17,1,?,?,199841.32,0
5107,600,Taipei,Female,32,?,78535.25,?,1,0,?,0
8601,?,Taipei,Male,43,9,128284.45,1,1,0,32996.89,1
7549,?,Taichung,?,62,9,?,2,?,1,121102.9,0
6274,743,Tainan,Male,43,2,161807.18,2,0,?,93228.86,1
4429,602,?,?,35,?,0,2,?,0,31050.02,0
7715,682,Taipei,?,30,?,0,?,?,?,195104.91,0
9718,757,Tainan,Male,30,?,145396.49,1,?,1,198341.15,0
9476,616,Taipei,?,46,2,0,2,1,0,137136.46,0
3303,?,?,?,35,4,161637.75,1,1,?,20008.46,0
3674,764,Taipei,Male,?,7,98148.61,1,?,0,26843.76,0
9890,760,?,Female,32,2,0,1,1,1,114565.35,0
6265,?,Taichung,Male,44,9,100368.63,2,0,?,?,0
7257,821,Taichung,?,31,?,?,1,?,1,25445,0
3615,?,Taichung,Female,36,0,126606.63,2,?,1,172363.52,0
7131,599,Taichung,Male,?,2,?,2,1,0,?,0
7730,850,Taipei,?,35,2,128548.49,?,?,0,75478.95,1
1702,792,Taipei,Male,?,9,0,?,?,?,194700.81,1
5129,508,Taipei,?,38,3,166328.65,2,0,1,22614.19,0
315,744,Tainan,Male,?,?,?,1,?,1,?,0
1639,?,?,Male,39,?,?,1,1,0,80963.92,0
4566,593,Tainan,Female,?,?,76597.79,?,?,1,54453.72,0
8432,?,Taichung,?,33,8,?,1,?,?,?,0
356,539,Taipei,?,30,0,0,2,?,0,?,0
8843,614,Taipei,Female,?,9,?,?,0,0,77500.81,0
9591,?,?,?,34,7,111565.91,1,?,1,?,0
8119,?,Tainan,?,?,?,0,?,?,0,143274.41,0
6463,467,?,Male,?,?,0,?,1,1,114448.77,0
4068,?,Taichung,Female,32,4,90322.99,2,0,?,118740.37,0
5915,754,Taichung,Male,27,?,117578.35,?,0,1,87908.01,0
946,697,Tainan,Female,?,5,82931.85,2,?,1,128373.88,0
9767,?,?,?,39,4,95252.72,?,1,0,?,0
8809,753,Taipei,Female,?,7,128518.98,1,?,1,44567.83,1
9971,518,?,Male,42,?,151027.05,2,1,0,119377.36,0
1583,690,Taipei,?,38,1,94456,?,0,?,?,0
718,?,?,?,42,?,0,2,0,?,24210.56,0
9241,?,?,Female,?,?,0,2,0,1,168369.37,0
6272,747,Taipei,Male,49,6,202904.64,?,1,1,17298.72,1
8256,575,Taipei,Female,40,1,?,1,1,0,181294.39,0
8416,?,Tainan,Male,38,?,91241.85,1,0,1,80682.35,0
1452,551,Taipei,Female,38,10,?,2,1,1,216.27,0
8468,709,Tainan,?,62,3,0,2,?,?,82195.15,0
2763,719,Taichung,Male,28,3,106070.29,?,1,1,?,0
4071,676,?,Male,48,?,131659.59,?,0,?,14152.15,0
9150,597,Taichung,Female,43,7,119127.46,2,1,0,55809.92,0
1954,623,?,Male,21,10,?,2,?,1,135851.3,0
7562,?,Taipei,Male,?,4,103544.88,2,?,?,193746.55,0
391,712,Taichung,?,?,?,147199.07,?,1,1,84932.4,0
1141,?,Taipei,Female,37,5,96652.86,1,?,0,?,1
7749,?,Taichung,?,35,9,?,1,1,0,?,1
7809,?,Taichung,Female,55,7,127723.25,2,1,0,139469.11,1
6103,642,Tainan,Female,36,6,0,2,1,1,97938.59,0
8527,627,Taipei,Male,27,1,62092.9,?,?,1,?,0
3783,431,?,?,44,2,138843.7,1,1,?,37688.31,1
7422,634,Tainan,Female,36,1,0,?,1,1,143960.72,0
2838,549,Taichung,Female,49,?,124829.16,1,0,1,93551.36,0
3938,761,Taipei,Female,26,1,0,2,?,?,199409.19,0
2157,608,Taipei,Male,42,5,0,?,?,0,178504.29,0
9622,?,Taichung,Female,33,?,?,?,0,0,88592.8,0
7920,593,?,Male,31,8,?,1,1,?,176868.89,0
3113,698,Taipei,Female,40,7,105061.74,3,?,?,107815.31,1
5017,501,Taipei,?,29,8,0,2,1,0,112664.24,0
3336,581,?,Female,31,6,?,2,1,?,188377.21,0
928,639,Taichung,?,38,5,130170.82,?,1,1,?,0
1348,?,Taipei,?,37,?,0,2,1,1,86372.24,0
1892,584,Taipei,?,37,1,0,?,1,?,?,0
8410,749,?,Male,38,9,129378.32,?,?,1,?,0
5342,646,?,?,51,4,101629.3,?,?,0,130541.1,0
5911,481,Taipei,Female,39,6,0,?,1,?,24677.54,0
7035,465,Taichung,Male,53,?,117438.17,1,0,?,74898.8,1
9219,676,?,Female,?,2,?,1,1,0,15068.53,1
9685,781,Taipei,?,?,?,89276.48,?,?,0,6959,0
1665,773,Taipei,Male,52,?,0,1,0,?,?,0
5639,?,Taipei,Female,?,7,0,2,0,0,45779.9,0
4356,657,Taipei,?,?,4,80293.81,1,?,0,97192.76,0
1176,719,?,?,39,5,?,2,1,0,145759.7,0
9073,529,?,Male,?,6,?,2,?,0,98348.66,0
473,774,?,Male,26,2,?,1,1,0,28415.36,0
743,635,Taipei,Male,29,7,?,1,1,1,149853.89,0
4793,756,Tainan,?,19,?,?,1,1,?,133535.29,0
7330,?,Taipei,?,?,5,0,1,1,0,?,0
7159,434,Taichung,Male,55,?,109339.17,2,?,?,?,1
7617,?,Taipei,Female,27,4,?,?,1,0,182720.07,0
4,699,?,?,?,?,0,2,?,0,?,0
3934,698,Taipei,?,37,5,98400.61,2,0,?,25017.28,0
165,683,?,Male,29,0,133702.89,1,1,0,?,1
1216,745,?,Female,54,8,0,1,?,0,173912.29,1
1771,?,Tainan,Female,?,?,118520.26,1,0,0,131173.9,1
2851,764,Taipei,Female,?,5,81042.42,1,?,1,109805.17,0
9537,550,Taichung,?,42,?,128707.31,1,?,0,?,1
2518,?,Taichung,Male,36,?,104702.65,?,1,?,?,0
5414,671,Taipei,Female,42,6,0,2,?,0,197202.48,0
2746,655,Taichung,Male,52,9,144696.75,1,1,1,49025.79,0
1662,690,?,?,?,0,106683.52,2,1,?,137916.49,0
5959,?,Taipei,?,40,?,?,?,?,1,?,0
809,?,?,Male,53,?,?,1,1,1,?,0
6227,?,?,Male,46,6,123571.77,3,0,1,?,1
2454,783,Tainan,?,59,9,?,?,1,?,4423.63,0
5382,850,Taichung,?,32,9,141827.33,?,?,1,149458.73,0
5280,652,?,Female,40,7,?,1,1,1,?,0
1392,?,Taichung,Female,38,4,125212.65,2,1,1,?,1
8700,841,Taichung,Male,?,2,117070.21,1,1,0,113482.2,0
5800,?,?,Female,45,?,0,1,1,1,?,1
1255,628,?,Female,46,?,?,4,1,0,31272.14,1
7427,?,Taipei,Female,48,4,0,1,0,?,18094.96,1
8129,695,Tainan,?,?,4,?,?,?,1,1243.97,0
7366,568,Tainan,Female,?,10,?,1,1,?,54083.8,1
1878,?,?,Male,?,?,63127.41,?,1,0,185211.28,1
9515,?,Taipei,?,28,9,0,2,1,?,?,0
2609,?,?,Male,32,1,0,?,1,1,101986.16,0
2235,720,Taipei,Female,38,?,0,2,?,1,?,1
4477,778,?,Male,33,1,0,2,1,0,85439.73,0
4295,?,Taichung,Female,42,3,137560.38,?,?,1,85424.34,0
6522,?,Taichung,Male,35,4,95853.39,2,1,?,192933.37,0
7760,549,Taichung,?,55,1,137592.31,2,?,?,116548.02,1
6802,637,?,?,?,8,?,1,1,?,12156.93,1
1483,?,Taipei,Male,?,8,?,1,1,1,43093.67,0
8563,697,Taipei,?,?,7,148368.02,?,0,0,118862.08,1
8378,802,Tainan,?,40,4,0,?,?,1,81908.09,0
1575,?,Taichung,Male,23,10,?,1,?,1,91633.53,0
9672,?,Taichung,Male,78,4,?,2,1,?,142566.75,0
6694,?,Taipei,Male,27,?,?,?,1,?,?,0
6943,431,Taichung,?,42,8,?,2,1,0,126153.24,0
2893,?,?,Male,44,?,0,?,1,0,?,0
4953,679,Tainan,?,?,9,109327.65,1,1,1,3829.13,0
6542,?,?,Male,?,5,105492.53,1,1,?,150057.2,0
8957,728,Tainan,Male,?,?,?,2,0,1,?,0
1473,726,?,Female,26,?,80780.16,1,1,?,19225.85,0
8745,664,?,Female,49,5,?,?,1,?,108876.75,1
3519,600,Taipei,Female,39,5,0,2,0,?,118272.07,0
4783,752,Taipei,Female,53,?,114233.18,?,1,1,51587.04,0
3307,654,Taipei,Female,40,3,0,?,1,0,167889.1,0
9538,783,Taipei,Male,40,6,0,2,?,?,109742.55,0
2063,?,?,Female,?,?,?,?,?,?,82824.08,0
1449,555,Taichung,Female,46,4,120392.99,?,?,0,?,1
3624,695,Taichung,Male,27,?,125552.96,1,?,?,105291.26,0
4904,?,Taipei,Male,?,3,?,2,0,0,88890.75,0
6054,552,Tainan,Male,?,?,0,2,0,0,?,0
931,661,Tainan,?,?,6,132628.98,1,?,0,38812.67,0
5590,?,?,Female,37,?,105489.31,?,?,0,143096.49,1
8570,622,?,?,36,9,0,2,?,1,104852.6,0
6164,488,?,?,28,7,139246.22,2,1,0,106799.49,0
5432,696,Taipei,Female,25,8,?,?,1,?,121904.44,0
8742,622,Tainan,Female,23,8,0,2,?,1,?,0
5688,505,Taichung,?,37,6,?,2,0,1,125307.87,0
